image_id,image_path,bbox_left,bbox_top,bbox_width,bbox_height,score,object_category
0000249_01514_d_0000005,D:\Projects\enemy_detection_project\data\images\0000249_01514_d_0000005.jpg,288.0,315.0,9.0,22.0,1.0,1
0000291_00201_d_0000869,D:\Projects\enemy_detection_project\data\images\0000291_00201_d_0000869.jpg,757.0,535.0,5.0,12.0,1.0,2
0000289_06201_d_0000842,D:\Projects\enemy_detection_project\data\images\0000289_06201_d_0000842.jpg,1014.0,323.0,11.0,17.0,1.0,2
0000335_00197_d_0000044,D:\Projects\enemy_detection_project\data\images\0000335_00197_d_0000044.jpg,599.0,127.0,42.0,59.0,1.0,5
0000327_01801_d_0000720,D:\Projects\enemy_detection_project\data\images\0000327_01801_d_0000720.jpg,432.0,114.0,49.0,23.0,1.0,4
0000276_03401_d_0000524,D:\Projects\enemy_detection_project\data\images\0000276_03401_d_0000524.jpg,753.0,182.0,10.0,10.0,1.0,5
0000215_02319_d_0000261,D:\Projects\enemy_detection_project\data\images\0000215_02319_d_0000261.jpg,551.0,262.0,88.0,47.0,1.0,4
0000356_03529_d_0000647,D:\Projects\enemy_detection_project\data\images\0000356_03529_d_0000647.jpg,401.0,196.0,33.0,26.0,1.0,4
0000271_07001_d_0000407,D:\Projects\enemy_detection_project\data\images\0000271_07001_d_0000407.jpg,1304.0,110.0,10.0,21.0,1.0,1
0000023_00000_d_0000008,D:\Projects\enemy_detection_project\data\images\0000023_00000_d_0000008.jpg,850.0,137.0,9.0,14.0,1.0,8
0000356_02353_d_0000641,D:\Projects\enemy_detection_project\data\images\0000356_02353_d_0000641.jpg,764.0,105.0,7.0,20.0,1.0,1
0000271_00201_d_0000375,D:\Projects\enemy_detection_project\data\images\0000271_00201_d_0000375.jpg,965.0,509.0,94.0,69.0,1.0,8
0000242_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000242_00001_d_0000001.jpg,424.0,161.0,10.0,7.0,1.0,4
0000271_00601_d_0000377,D:\Projects\enemy_detection_project\data\images\0000271_00601_d_0000377.jpg,557.0,11.0,21.0,17.0,1.0,4
0000356_05097_d_0000655,D:\Projects\enemy_detection_project\data\images\0000356_05097_d_0000655.jpg,1006.0,191.0,15.0,20.0,1.0,10
0000155_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_00001_d_0000001.jpg,852.0,363.0,76.0,67.0,1.0,4
0000220_01242_d_0000004,D:\Projects\enemy_detection_project\data\images\0000220_01242_d_0000004.jpg,669.0,290.0,21.0,22.0,1.0,4
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,1595.0,422.0,11.0,25.0,1.0,2
0000360_03333_d_0000730,D:\Projects\enemy_detection_project\data\images\0000360_03333_d_0000730.jpg,697.0,226.0,15.0,32.0,1.0,10
0000345_07057_d_0000345,D:\Projects\enemy_detection_project\data\images\0000345_07057_d_0000345.jpg,122.0,183.0,11.0,20.0,1.0,2
0000360_02353_d_0000725,D:\Projects\enemy_detection_project\data\images\0000360_02353_d_0000725.jpg,341.0,104.0,31.0,30.0,1.0,4
0000313_06601_d_0000469,D:\Projects\enemy_detection_project\data\images\0000313_06601_d_0000469.jpg,332.0,325.0,19.0,8.0,1.0,4
0000026_02000_d_0000028,D:\Projects\enemy_detection_project\data\images\0000026_02000_d_0000028.jpg,1005.0,417.0,196.0,99.0,1.0,4
0000244_04900_d_0000011,D:\Projects\enemy_detection_project\data\images\0000244_04900_d_0000011.jpg,750.0,233.0,39.0,19.0,1.0,4
0000360_00001_d_0000713,D:\Projects\enemy_detection_project\data\images\0000360_00001_d_0000713.jpg,420.0,334.0,19.0,30.0,1.0,10
0000280_00001_d_0000612,D:\Projects\enemy_detection_project\data\images\0000280_00001_d_0000612.jpg,53.0,366.0,25.0,41.0,1.0,1
0000333_03725_d_0000020,D:\Projects\enemy_detection_project\data\images\0000333_03725_d_0000020.jpg,975.0,344.0,21.0,10.0,1.0,10
0000295_02200_d_0000032,D:\Projects\enemy_detection_project\data\images\0000295_02200_d_0000032.jpg,537.0,615.0,59.0,64.0,1.0,4
0000356_02353_d_0000641,D:\Projects\enemy_detection_project\data\images\0000356_02353_d_0000641.jpg,749.0,148.0,9.0,18.0,1.0,10
0000001_05999_d_0000011,D:\Projects\enemy_detection_project\data\images\0000001_05999_d_0000011.jpg,837.0,108.0,6.0,14.0,1.0,1
0000289_03401_d_0000828,D:\Projects\enemy_detection_project\data\images\0000289_03401_d_0000828.jpg,778.0,340.0,54.0,66.0,1.0,4
0000001_05999_d_0000011,D:\Projects\enemy_detection_project\data\images\0000001_05999_d_0000011.jpg,581.0,173.0,14.0,22.0,1.0,10
0000356_03333_d_0000646,D:\Projects\enemy_detection_project\data\images\0000356_03333_d_0000646.jpg,926.0,111.0,8.0,20.0,1.0,1
0000244_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000244_00001_d_0000001.jpg,487.0,227.0,16.0,19.0,1.0,4
0000313_06601_d_0000469,D:\Projects\enemy_detection_project\data\images\0000313_06601_d_0000469.jpg,281.0,331.0,9.0,8.0,1.0,4
0000213_05745_d_0000247,D:\Projects\enemy_detection_project\data\images\0000213_05745_d_0000247.jpg,738.0,456.0,66.0,81.0,1.0,8
0000287_05001_d_0000782,D:\Projects\enemy_detection_project\data\images\0000287_05001_d_0000782.jpg,266.0,246.0,61.0,61.0,1.0,4
0000330_04201_d_0000821,D:\Projects\enemy_detection_project\data\images\0000330_04201_d_0000821.jpg,152.0,678.0,52.0,49.0,1.0,2
0000001_04527_d_0000008,D:\Projects\enemy_detection_project\data\images\0000001_04527_d_0000008.jpg,935.0,520.0,19.0,39.0,1.0,10
0000115_01031_d_0000082,D:\Projects\enemy_detection_project\data\images\0000115_01031_d_0000082.jpg,447.0,199.0,5.0,12.0,1.0,1
0000330_04201_d_0000821,D:\Projects\enemy_detection_project\data\images\0000330_04201_d_0000821.jpg,750.0,118.0,22.0,17.0,1.0,10
0000333_02157_d_0000012,D:\Projects\enemy_detection_project\data\images\0000333_02157_d_0000012.jpg,4.0,436.0,32.0,50.0,1.0,5
0000359_00785_d_0000703,D:\Projects\enemy_detection_project\data\images\0000359_00785_d_0000703.jpg,853.0,99.0,132.0,49.0,0.0,0
0000155_01871_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_01871_d_0000001.jpg,572.0,422.0,21.0,33.0,1.0,1
0000280_01201_d_0000618,D:\Projects\enemy_detection_project\data\images\0000280_01201_d_0000618.jpg,259.0,314.0,17.0,37.0,1.0,1
0000271_00601_d_0000377,D:\Projects\enemy_detection_project\data\images\0000271_00601_d_0000377.jpg,674.0,438.0,18.0,38.0,1.0,2
0000271_05601_d_0000400,D:\Projects\enemy_detection_project\data\images\0000271_05601_d_0000400.jpg,828.0,16.0,18.0,16.0,1.0,4
0000308_04401_d_0000327,D:\Projects\enemy_detection_project\data\images\0000308_04401_d_0000327.jpg,922.0,7.0,18.0,17.0,1.0,4
0000295_02400_d_0000033,D:\Projects\enemy_detection_project\data\images\0000295_02400_d_0000033.jpg,966.0,373.0,6.0,20.0,1.0,1
0000333_03529_d_0000019,D:\Projects\enemy_detection_project\data\images\0000333_03529_d_0000019.jpg,1158.0,199.0,47.0,25.0,1.0,4
0000327_03001_d_0000726,D:\Projects\enemy_detection_project\data\images\0000327_03001_d_0000726.jpg,739.0,587.0,15.0,26.0,1.0,2
0000026_04978_d_0000034,D:\Projects\enemy_detection_project\data\images\0000026_04978_d_0000034.jpg,742.0,0.0,27.0,28.0,1.0,4
0000193_01705_d_0000112,D:\Projects\enemy_detection_project\data\images\0000193_01705_d_0000112.jpg,514.0,229.0,13.0,22.0,1.0,1
0000333_03725_d_0000020,D:\Projects\enemy_detection_project\data\images\0000333_03725_d_0000020.jpg,634.0,183.0,37.0,19.0,1.0,6
0000215_00909_d_0000258,D:\Projects\enemy_detection_project\data\images\0000215_00909_d_0000258.jpg,0.0,206.0,78.0,33.0,1.0,4
0000289_04201_d_0000832,D:\Projects\enemy_detection_project\data\images\0000289_04201_d_0000832.jpg,1163.0,347.0,154.0,59.0,1.0,4
0000289_05801_d_0000840,D:\Projects\enemy_detection_project\data\images\0000289_05801_d_0000840.jpg,382.0,172.0,52.0,37.0,1.0,4
0000249_03900_d_0000011,D:\Projects\enemy_detection_project\data\images\0000249_03900_d_0000011.jpg,774.0,172.0,5.0,5.0,1.0,4
0000295_02400_d_0000033,D:\Projects\enemy_detection_project\data\images\0000295_02400_d_0000033.jpg,981.0,580.0,17.0,31.0,1.0,1
0000356_03725_d_0000648,D:\Projects\enemy_detection_project\data\images\0000356_03725_d_0000648.jpg,758.0,78.0,11.0,24.0,1.0,10
0000346_00001_d_0000346,D:\Projects\enemy_detection_project\data\images\0000346_00001_d_0000346.jpg,1071.0,235.0,11.0,37.0,1.0,1
0000194_00200_d_0000120,D:\Projects\enemy_detection_project\data\images\0000194_00200_d_0000120.jpg,504.0,362.0,14.0,25.0,1.0,10
0000303_03401_d_0000200,D:\Projects\enemy_detection_project\data\images\0000303_03401_d_0000200.jpg,616.0,445.0,32.0,48.0,1.0,4
0000213_04998_d_0000245,D:\Projects\enemy_detection_project\data\images\0000213_04998_d_0000245.jpg,1095.0,153.0,15.0,30.0,1.0,1
0000295_01400_d_0000028,D:\Projects\enemy_detection_project\data\images\0000295_01400_d_0000028.jpg,707.0,304.0,18.0,13.0,1.0,4
0000287_01201_d_0000765,D:\Projects\enemy_detection_project\data\images\0000287_01201_d_0000765.jpg,465.0,198.0,36.0,38.0,1.0,5
0000330_00001_d_0000800,D:\Projects\enemy_detection_project\data\images\0000330_00001_d_0000800.jpg,860.0,303.0,4.0,11.0,1.0,1
0000280_03201_d_0000628,D:\Projects\enemy_detection_project\data\images\0000280_03201_d_0000628.jpg,938.0,262.0,28.0,34.0,1.0,5
0000312_00201_d_0000415,D:\Projects\enemy_detection_project\data\images\0000312_00201_d_0000415.jpg,97.0,274.0,49.0,52.0,1.0,4
0000277_05001_d_0000562,D:\Projects\enemy_detection_project\data\images\0000277_05001_d_0000562.jpg,8.0,40.0,16.0,15.0,1.0,4
0000291_03401_d_0000885,D:\Projects\enemy_detection_project\data\images\0000291_03401_d_0000885.jpg,875.0,122.0,34.0,35.0,1.0,10
0000327_00601_d_0000714,D:\Projects\enemy_detection_project\data\images\0000327_00601_d_0000714.jpg,557.0,94.0,8.0,19.0,1.0,2
0000215_00447_d_0000257,D:\Projects\enemy_detection_project\data\images\0000215_00447_d_0000257.jpg,916.0,185.0,40.0,35.0,1.0,4
0000291_03201_d_0000884,D:\Projects\enemy_detection_project\data\images\0000291_03201_d_0000884.jpg,151.0,443.0,15.0,29.0,1.0,3
0000271_01201_d_0000379,D:\Projects\enemy_detection_project\data\images\0000271_01201_d_0000379.jpg,741.0,66.0,22.0,27.0,1.0,5
0000333_02549_d_0000014,D:\Projects\enemy_detection_project\data\images\0000333_02549_d_0000014.jpg,401.0,106.0,22.0,49.0,1.0,4
0000291_02601_d_0000881,D:\Projects\enemy_detection_project\data\images\0000291_02601_d_0000881.jpg,1015.0,445.0,19.0,51.0,1.0,1
0000215_00909_d_0000258,D:\Projects\enemy_detection_project\data\images\0000215_00909_d_0000258.jpg,1001.0,337.0,56.0,55.0,1.0,4
0000220_01242_d_0000004,D:\Projects\enemy_detection_project\data\images\0000220_01242_d_0000004.jpg,685.0,236.0,13.0,11.0,1.0,4
0000215_02667_d_0000262,D:\Projects\enemy_detection_project\data\images\0000215_02667_d_0000262.jpg,603.0,27.0,17.0,30.0,1.0,4
0000360_02941_d_0000728,D:\Projects\enemy_detection_project\data\images\0000360_02941_d_0000728.jpg,688.0,209.0,57.0,28.0,1.0,7
0000055_00000_d_0000109,D:\Projects\enemy_detection_project\data\images\0000055_00000_d_0000109.jpg,91.0,142.0,19.0,41.0,1.0,1
0000276_01001_d_0000512,D:\Projects\enemy_detection_project\data\images\0000276_01001_d_0000512.jpg,241.0,53.0,58.0,25.0,1.0,6
0000153_01801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000153_01801_d_0000001.jpg,499.0,210.0,49.0,35.0,0.0,0
0000330_04201_d_0000821,D:\Projects\enemy_detection_project\data\images\0000330_04201_d_0000821.jpg,939.0,161.0,13.0,35.0,1.0,1
0000356_04705_d_0000653,D:\Projects\enemy_detection_project\data\images\0000356_04705_d_0000653.jpg,506.0,233.0,12.0,21.0,1.0,2
0000213_03478_d_0000242,D:\Projects\enemy_detection_project\data\images\0000213_03478_d_0000242.jpg,838.0,189.0,24.0,21.0,1.0,10
0000193_01705_d_0000112,D:\Projects\enemy_detection_project\data\images\0000193_01705_d_0000112.jpg,749.0,244.0,57.0,27.0,1.0,4
0000291_03601_d_0000886,D:\Projects\enemy_detection_project\data\images\0000291_03601_d_0000886.jpg,472.0,225.0,19.0,46.0,1.0,1
0000001_07999_d_0000012,D:\Projects\enemy_detection_project\data\images\0000001_07999_d_0000012.jpg,1359.0,173.0,7.0,19.0,1.0,2
0000330_02201_d_0000811,D:\Projects\enemy_detection_project\data\images\0000330_02201_d_0000811.jpg,799.0,118.0,10.0,31.0,1.0,1
0000359_02549_d_0000709,D:\Projects\enemy_detection_project\data\images\0000359_02549_d_0000709.jpg,1124.0,82.0,64.0,49.0,1.0,4
0000356_01569_d_0000637,D:\Projects\enemy_detection_project\data\images\0000356_01569_d_0000637.jpg,590.0,81.0,36.0,17.0,1.0,4
0000295_02900_d_0000034,D:\Projects\enemy_detection_project\data\images\0000295_02900_d_0000034.jpg,1088.0,347.0,7.0,10.0,1.0,2
0000289_06001_d_0000841,D:\Projects\enemy_detection_project\data\images\0000289_06001_d_0000841.jpg,184.0,422.0,47.0,37.0,1.0,10
0000364_01569_d_0000781,D:\Projects\enemy_detection_project\data\images\0000364_01569_d_0000781.jpg,554.0,335.0,45.0,22.0,1.0,7
0000295_01800_d_0000030,D:\Projects\enemy_detection_project\data\images\0000295_01800_d_0000030.jpg,751.0,282.0,6.0,16.0,1.0,1
0000249_03900_d_0000011,D:\Projects\enemy_detection_project\data\images\0000249_03900_d_0000011.jpg,724.0,211.0,5.0,7.0,0.0,0
0000291_04401_d_0000890,D:\Projects\enemy_detection_project\data\images\0000291_04401_d_0000890.jpg,751.0,19.0,29.0,31.0,1.0,4
0000117_01326_d_0000088,D:\Projects\enemy_detection_project\data\images\0000117_01326_d_0000088.jpg,1107.0,357.0,12.0,38.0,1.0,1
0000287_02201_d_0000770,D:\Projects\enemy_detection_project\data\images\0000287_02201_d_0000770.jpg,1227.0,547.0,50.0,58.0,1.0,4
0000026_04500_d_0000033,D:\Projects\enemy_detection_project\data\images\0000026_04500_d_0000033.jpg,1123.0,94.0,23.0,18.0,1.0,4
0000291_04401_d_0000890,D:\Projects\enemy_detection_project\data\images\0000291_04401_d_0000890.jpg,1052.0,61.0,69.0,29.0,1.0,4
0000360_02941_d_0000728,D:\Projects\enemy_detection_project\data\images\0000360_02941_d_0000728.jpg,1154.0,89.0,41.0,27.0,1.0,10
0000295_00800_d_0000025,D:\Projects\enemy_detection_project\data\images\0000295_00800_d_0000025.jpg,890.0,477.0,11.0,27.0,1.0,1
0000277_01801_d_0000548,D:\Projects\enemy_detection_project\data\images\0000277_01801_d_0000548.jpg,433.0,185.0,58.0,68.0,1.0,5
0000055_00714_d_0000110,D:\Projects\enemy_detection_project\data\images\0000055_00714_d_0000110.jpg,72.0,289.0,34.0,75.0,1.0,1
0000360_03137_d_0000729,D:\Projects\enemy_detection_project\data\images\0000360_03137_d_0000729.jpg,607.0,147.0,29.0,13.0,1.0,10
0000081_00000_d_0000001,D:\Projects\enemy_detection_project\data\images\0000081_00000_d_0000001.jpg,532.0,223.0,6.0,23.0,1.0,1
0000301_00001_d_0000156,D:\Projects\enemy_detection_project\data\images\0000301_00001_d_0000156.jpg,270.0,98.0,4.0,12.0,1.0,1
0000193_02416_d_0000116,D:\Projects\enemy_detection_project\data\images\0000193_02416_d_0000116.jpg,542.0,445.0,11.0,24.0,1.0,10
0000117_00112_d_0000087,D:\Projects\enemy_detection_project\data\images\0000117_00112_d_0000087.jpg,233.0,171.0,13.0,33.0,1.0,1
0000276_02001_d_0000517,D:\Projects\enemy_detection_project\data\images\0000276_02001_d_0000517.jpg,403.0,432.0,32.0,22.0,1.0,4
0000312_00201_d_0000415,D:\Projects\enemy_detection_project\data\images\0000312_00201_d_0000415.jpg,952.0,73.0,12.0,17.0,1.0,10
0000244_04900_d_0000011,D:\Projects\enemy_detection_project\data\images\0000244_04900_d_0000011.jpg,394.0,292.0,27.0,40.0,1.0,5
0000327_03001_d_0000726,D:\Projects\enemy_detection_project\data\images\0000327_03001_d_0000726.jpg,451.0,283.0,8.0,22.0,1.0,1
0000271_04801_d_0000396,D:\Projects\enemy_detection_project\data\images\0000271_04801_d_0000396.jpg,573.0,98.0,9.0,15.0,1.0,2
0000115_00315_d_0000080,D:\Projects\enemy_detection_project\data\images\0000115_00315_d_0000080.jpg,418.0,288.0,9.0,19.0,1.0,2
0000276_00001_d_0000507,D:\Projects\enemy_detection_project\data\images\0000276_00001_d_0000507.jpg,941.0,261.0,74.0,36.0,1.0,4
0000289_06801_d_0000845,D:\Projects\enemy_detection_project\data\images\0000289_06801_d_0000845.jpg,690.0,305.0,9.0,17.0,1.0,2
0000364_01569_d_0000781,D:\Projects\enemy_detection_project\data\images\0000364_01569_d_0000781.jpg,441.0,302.0,10.0,30.0,1.0,10
0000287_01801_d_0000768,D:\Projects\enemy_detection_project\data\images\0000287_01801_d_0000768.jpg,310.0,350.0,31.0,23.0,1.0,4
0000244_00500_d_0000002,D:\Projects\enemy_detection_project\data\images\0000244_00500_d_0000002.jpg,408.0,246.0,11.0,11.0,0.0,0
0000295_01200_d_0000027,D:\Projects\enemy_detection_project\data\images\0000295_01200_d_0000027.jpg,703.0,226.0,13.0,20.0,0.0,0
0000155_01871_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_01871_d_0000001.jpg,377.0,138.0,4.0,9.0,1.0,1
0000356_05097_d_0000655,D:\Projects\enemy_detection_project\data\images\0000356_05097_d_0000655.jpg,1019.0,327.0,28.0,25.0,1.0,10
0000117_01731_d_0000089,D:\Projects\enemy_detection_project\data\images\0000117_01731_d_0000089.jpg,853.0,337.0,147.0,62.0,1.0,4
0000021_00000_d_0000001,D:\Projects\enemy_detection_project\data\images\0000021_00000_d_0000001.jpg,824.0,203.0,5.0,12.0,1.0,2
0000271_02401_d_0000385,D:\Projects\enemy_detection_project\data\images\0000271_02401_d_0000385.jpg,578.0,24.0,6.0,16.0,1.0,2
0000291_01801_d_0000877,D:\Projects\enemy_detection_project\data\images\0000291_01801_d_0000877.jpg,1217.0,165.0,85.0,37.0,1.0,4
0000271_00801_d_0000378,D:\Projects\enemy_detection_project\data\images\0000271_00801_d_0000378.jpg,648.0,39.0,21.0,23.0,1.0,4
0000364_01569_d_0000781,D:\Projects\enemy_detection_project\data\images\0000364_01569_d_0000781.jpg,530.0,152.0,6.0,9.0,1.0,10
0000330_03001_d_0000815,D:\Projects\enemy_detection_project\data\images\0000330_03001_d_0000815.jpg,213.0,555.0,164.0,118.0,1.0,4
0000356_04901_d_0000654,D:\Projects\enemy_detection_project\data\images\0000356_04901_d_0000654.jpg,740.0,163.0,32.0,28.0,1.0,4
0000194_01192_d_0000125,D:\Projects\enemy_detection_project\data\images\0000194_01192_d_0000125.jpg,407.0,352.0,18.0,21.0,1.0,10
0000215_02932_d_0000263,D:\Projects\enemy_detection_project\data\images\0000215_02932_d_0000263.jpg,1221.0,612.0,139.0,115.0,1.0,4
0000271_03001_d_0000387,D:\Projects\enemy_detection_project\data\images\0000271_03001_d_0000387.jpg,730.0,23.0,19.0,19.0,1.0,4
0000330_04401_d_0000822,D:\Projects\enemy_detection_project\data\images\0000330_04401_d_0000822.jpg,931.0,231.0,51.0,34.0,1.0,8
0000356_01569_d_0000637,D:\Projects\enemy_detection_project\data\images\0000356_01569_d_0000637.jpg,964.0,127.0,8.0,21.0,1.0,1
0000277_01801_d_0000548,D:\Projects\enemy_detection_project\data\images\0000277_01801_d_0000548.jpg,1009.0,166.0,75.0,27.0,1.0,4
0000271_05801_d_0000401,D:\Projects\enemy_detection_project\data\images\0000271_05801_d_0000401.jpg,826.0,627.0,74.0,116.0,1.0,4
0000327_03801_d_0000730,D:\Projects\enemy_detection_project\data\images\0000327_03801_d_0000730.jpg,314.0,265.0,9.0,21.0,1.0,1
0000356_03725_d_0000648,D:\Projects\enemy_detection_project\data\images\0000356_03725_d_0000648.jpg,575.0,78.0,58.0,28.0,1.0,4
0000287_00001_d_0000759,D:\Projects\enemy_detection_project\data\images\0000287_00001_d_0000759.jpg,506.0,152.0,28.0,21.0,0.0,0
0000330_04201_d_0000821,D:\Projects\enemy_detection_project\data\images\0000330_04201_d_0000821.jpg,698.0,190.0,26.0,22.0,1.0,10
0000360_00001_d_0000713,D:\Projects\enemy_detection_project\data\images\0000360_00001_d_0000713.jpg,834.0,95.0,19.0,18.0,1.0,10
0000154_01201_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_01201_d_0000001.jpg,295.0,296.0,31.0,22.0,0.0,0
0000081_00000_d_0000001,D:\Projects\enemy_detection_project\data\images\0000081_00000_d_0000001.jpg,717.0,282.0,20.0,38.0,1.0,1
0000364_01177_d_0000799,D:\Projects\enemy_detection_project\data\images\0000364_01177_d_0000799.jpg,351.0,201.0,23.0,20.0,1.0,8
0000220_01242_d_0000004,D:\Projects\enemy_detection_project\data\images\0000220_01242_d_0000004.jpg,904.0,893.0,37.0,71.0,1.0,10
0000356_04705_d_0000653,D:\Projects\enemy_detection_project\data\images\0000356_04705_d_0000653.jpg,767.0,102.0,25.0,17.0,1.0,4
0000330_00401_d_0000802,D:\Projects\enemy_detection_project\data\images\0000330_00401_d_0000802.jpg,928.0,162.0,7.0,21.0,1.0,1
0000330_04201_d_0000821,D:\Projects\enemy_detection_project\data\images\0000330_04201_d_0000821.jpg,963.0,165.0,9.0,28.0,1.0,1
0000356_04117_d_0000650,D:\Projects\enemy_detection_project\data\images\0000356_04117_d_0000650.jpg,762.0,0.0,10.0,22.0,1.0,1
0000162_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000162_00801_d_0000001.jpg,687.0,330.0,105.0,111.0,1.0,6
0000335_05685_d_0000072,D:\Projects\enemy_detection_project\data\images\0000335_05685_d_0000072.jpg,867.0,60.0,14.0,33.0,1.0,2
0000115_00796_d_0000081,D:\Projects\enemy_detection_project\data\images\0000115_00796_d_0000081.jpg,458.0,204.0,5.0,20.0,1.0,1
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,123.0,294.0,16.0,26.0,1.0,2
0000069_00713_d_0000003,D:\Projects\enemy_detection_project\data\images\0000069_00713_d_0000003.jpg,160.0,3.0,22.0,48.0,1.0,1
0000333_02157_d_0000012,D:\Projects\enemy_detection_project\data\images\0000333_02157_d_0000012.jpg,615.0,162.0,24.0,52.0,1.0,4
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,1282.0,164.0,78.0,34.0,1.0,4
0000193_02606_d_0000117,D:\Projects\enemy_detection_project\data\images\0000193_02606_d_0000117.jpg,486.0,163.0,14.0,17.0,1.0,4
0000330_03001_d_0000815,D:\Projects\enemy_detection_project\data\images\0000330_03001_d_0000815.jpg,1105.0,254.0,81.0,30.0,1.0,7
0000356_01765_d_0000638,D:\Projects\enemy_detection_project\data\images\0000356_01765_d_0000638.jpg,707.0,328.0,105.0,43.0,1.0,4
0000001_05999_d_0000011,D:\Projects\enemy_detection_project\data\images\0000001_05999_d_0000011.jpg,1754.0,767.0,24.0,45.0,1.0,1
0000271_07401_d_0000409,D:\Projects\enemy_detection_project\data\images\0000271_07401_d_0000409.jpg,336.0,682.0,67.0,83.0,1.0,4
0000295_01200_d_0000027,D:\Projects\enemy_detection_project\data\images\0000295_01200_d_0000027.jpg,612.0,184.0,5.0,5.0,1.0,4
0000280_01601_d_0000620,D:\Projects\enemy_detection_project\data\images\0000280_01601_d_0000620.jpg,659.0,150.0,11.0,11.0,1.0,5
0000289_05601_d_0000839,D:\Projects\enemy_detection_project\data\images\0000289_05601_d_0000839.jpg,148.0,445.0,15.0,38.0,1.0,1
0000289_04801_d_0000835,D:\Projects\enemy_detection_project\data\images\0000289_04801_d_0000835.jpg,745.0,35.0,48.0,31.0,1.0,4
0000364_00589_d_0000798,D:\Projects\enemy_detection_project\data\images\0000364_00589_d_0000798.jpg,299.0,316.0,9.0,31.0,1.0,1
0000249_01514_d_0000005,D:\Projects\enemy_detection_project\data\images\0000249_01514_d_0000005.jpg,242.0,193.0,37.0,29.0,1.0,4
0000244_00500_d_0000002,D:\Projects\enemy_detection_project\data\images\0000244_00500_d_0000002.jpg,243.0,383.0,30.0,25.0,1.0,8
0000081_00000_d_0000001,D:\Projects\enemy_detection_project\data\images\0000081_00000_d_0000001.jpg,824.0,224.0,11.0,13.0,1.0,2
0000155_01601_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_01601_d_0000001.jpg,458.0,174.0,5.0,9.0,1.0,10
0000330_00001_d_0000800,D:\Projects\enemy_detection_project\data\images\0000330_00001_d_0000800.jpg,470.0,290.0,32.0,29.0,1.0,4
0000213_03920_d_0000243,D:\Projects\enemy_detection_project\data\images\0000213_03920_d_0000243.jpg,1080.0,222.0,18.0,36.0,1.0,1
0000283_00401_d_0000676,D:\Projects\enemy_detection_project\data\images\0000283_00401_d_0000676.jpg,1148.0,983.0,34.0,68.0,1.0,1
0000333_01961_d_0000011,D:\Projects\enemy_detection_project\data\images\0000333_01961_d_0000011.jpg,443.0,0.0,21.0,38.0,1.0,4
0000193_01497_d_0000111,D:\Projects\enemy_detection_project\data\images\0000193_01497_d_0000111.jpg,381.0,214.0,16.0,14.0,1.0,10
0000293_03601_d_0000940,D:\Projects\enemy_detection_project\data\images\0000293_03601_d_0000940.jpg,1119.0,369.0,12.0,21.0,1.0,3
0000163_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000163_00001_d_0000001.jpg,691.0,349.0,19.0,44.0,1.0,1
0000295_01400_d_0000028,D:\Projects\enemy_detection_project\data\images\0000295_01400_d_0000028.jpg,248.0,411.0,13.0,23.0,1.0,2
0000271_02401_d_0000385,D:\Projects\enemy_detection_project\data\images\0000271_02401_d_0000385.jpg,685.0,37.0,23.0,16.0,1.0,8
0000154_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00801_d_0000001.jpg,541.0,238.0,18.0,15.0,1.0,4
0000276_01401_d_0000514,D:\Projects\enemy_detection_project\data\images\0000276_01401_d_0000514.jpg,833.0,611.0,16.0,44.0,1.0,1
0000086_00592_d_0000002,D:\Projects\enemy_detection_project\data\images\0000086_00592_d_0000002.jpg,234.0,212.0,36.0,29.0,1.0,2
0000356_01177_d_0000635,D:\Projects\enemy_detection_project\data\images\0000356_01177_d_0000635.jpg,456.0,77.0,22.0,20.0,1.0,4
0000335_02353_d_0000055,D:\Projects\enemy_detection_project\data\images\0000335_02353_d_0000055.jpg,109.0,295.0,83.0,31.0,1.0,4
0000295_00200_d_0000022,D:\Projects\enemy_detection_project\data\images\0000295_00200_d_0000022.jpg,599.0,143.0,7.0,16.0,1.0,1
0000271_03001_d_0000387,D:\Projects\enemy_detection_project\data\images\0000271_03001_d_0000387.jpg,838.0,317.0,45.0,53.0,1.0,4
0000215_00000_d_0000256,D:\Projects\enemy_detection_project\data\images\0000215_00000_d_0000256.jpg,289.0,144.0,6.0,18.0,1.0,1
0000327_01801_d_0000720,D:\Projects\enemy_detection_project\data\images\0000327_01801_d_0000720.jpg,743.0,332.0,19.0,34.0,1.0,1
